total_loan,year_of_loan,interest,monthly_payment,house_exist,censor_status,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
3636.363636,3.0,13.185,137.98,1.0,0.0,0.0,550.0,8.0,29.27,0.0,660.0,770.0,14.0,1.0,1.0,8354.0,99.34615385,1.0,0.0,0.0,1.0,9.0,0.0,5.0,13.0,11.0,0.0,0.0,0.0,0.0
27409.09091,5.0,12.591,779.32,0.0,1.0,0.0,29.0,19.0,15.85,1.0,631.8181818,684.469697,8.0,0.0,0.0,13350.0,98.88461538,0.0,0.0,0.0,1.0,3.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0
3220.454545,3.0,10.791,90.5,0.0,0.0,0.0,413.0,37.0,10.68181818,0.0,660.0,770.0,10.0,0.0,0.0,5507.384615,40.3,1.0,0.0,0.0,1.0,5.0,0.0,12.0,20.0,12.0,0.0,0.0,0.0,0.0
30000.0,3.0,5.841,903.31,0.0,1.0,0.0,54.0,28.0,26.47,0.0,785.0,915.8333333,13.0,0.0,0.0,23802.69231,29.19230769,1.0,0.0,0.0,1.0,6.0,0.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0
24818.18182,3.0,14.391,738.2,0.0,1.0,0.0,36.0,13.0,15.24,0.0,589.0909091,687.2727273,22.0,0.0,0.0,5449.846154,14.86153846,0.0,0.0,0.0,1.0,8.0,0.0,5.0,30.0,9.0,0.0,0.0,0.0,0.0
35454.54545,5.0,13.49,690.15,0.0,1.0,3.0,340.0,14.0,11.41,0.0,572.7272727,668.1818182,10.0,1.0,0.0,17638.92308,76.67692308,1.0,0.0,3.0,1.0,5.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0
8727.272727,3.0,10.076,255.0,0.0,2.0,2.0,345.0,20.0,20.98636364,0.0,548.1818182,593.8636364,17.0,0.0,0.0,28251.92308,72.69230769,0.0,0.0,5.0,1.0,12.0,0.0014220083132793699,12.0,16.0,8.0,0.0,0.0,0.0,0.0
8181.818182,3.0,8.239,311.02,2.0,0.0,0.0,818.0,43.0,15.38181818,0.0,695.4545455,753.4090909,11.0,0.0,0.0,4607.307692,20.03076923,0.0,0.0,0.0,1.0,5.0,0.0,10.0,11.0,8.0,3.0,341.0,68.2,0.0
15709.09091,3.0,11.691,646.84,1.0,1.0,3.0,715.0,13.0,20.81454545,0.0,730.0,912.5,6.0,0.0,0.0,14237.0,86.42307692,0.0,0.0,3.0,1.0,3.0,0.0,6.0,10.0,4.0,3.0,4587.0,917.4,0.0
22909.09091,5.0,17.171,506.34,0.0,2.0,0.0,235.0,8.0,1.75,0.0,752.7272727,878.1818182,5.0,0.0,0.0,6310.769231,76.03076923,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,5417.0,1083.4,0.0
28363.63636,5.0,19.327,603.85,0.0,1.0,0.0,451.0,36.0,12.96,1.0,695.0,810.8333333,11.0,1.0,0.0,10949.53846,49.10769231,1.0,0.0,0.0,1.0,6.0,0.0,5.0,13.0,4.0,5.0,9268.0,926.8,0.0
27272.72727,3.0,12.88,840.91,0.0,0.0,0.0,405.0,2.0,11.34545455,1.0,736.3636364,920.4545455,6.0,0.0,0.0,14843.23077,83.16923077,0.0,0.0,0.0,1.0,4.0,0.0,3.0,6.0,2.0,0.0,10584.0,2116.8,0.0
11345.45455,3.0,13.33,324.99,1.0,2.0,0.0,189.0,9.0,14.95454545,2.0,613.6363636,767.0454545,11.0,1.0,1.0,2022.461538,16.15384615,1.0,0.0,0.0,1.0,10.0,0.0014220083132793699,2.0,18.0,10.0,3.0,3880.0,776.0,0.0
16363.63636,5.0,16.77,494.59,0.0,2.0,0.0,499.0,13.0,23.04,0.0,700.0,875.0,12.0,0.0,0.0,18492.92308,64.61538462,1.0,0.0,38.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,1.0,2822.0,0.0,0.0
20454.54545,3.0,8.69,782.26,0.0,1.0,0.0,63.0,14.0,9.59,0.0,785.4545455,916.3636364,14.0,0.0,0.0,12530.76923,20.03076923,0.0,0.0,0.0,1.0,9.0,0.0,8.0,19.0,14.0,3.0,1656.0,331.2,0.0
27181.81818,3.0,11.061,767.12,0.0,0.0,4.0,43.0,19.0,5.94,0.0,710.0,887.5,9.0,2.0,0.0,16018.84615,48.0,0.0,0.0,4.0,1.0,5.0,0.0,5.0,16.0,12.0,0.0,5259.0,0.0,0.0
4090.909091,3.0,10.087,143.46,1.0,1.0,0.0,267.0,27.0,10.36,0.0,540.0,585.0,8.0,2.0,2.0,1024.0,8.076923077,0.0,0.0,0.0,1.0,3.0,0.0,5.0,15.0,6.0,1.0,1565.0,469.5,0.0
6545.454545,3.0,7.89,250.29,1.0,0.0,2.0,167.0,8.0,10.91818182,1.0,741.8181818,927.2727273,18.0,0.0,0.0,6332.0,11.1,0.0,0.0,5.0,1.0,8.0,0.0,7.0,23.0,17.0,3.0,1645.0,329.0,0.0
20945.45455,3.0,5.841,588.38,0.0,0.0,0.0,812.0,14.0,8.64,0.0,634.0909091,686.9318182,11.0,0.0,0.0,37053.0,46.61538462,0.0,0.0,0.0,1.0,5.0,0.0,2.0,20.0,14.0,3.0,7692.0,0.0,0.0
5454.545455,3.0,15.378,205.01,0.0,0.0,0.0,72.0,10.0,22.01454545,0.0,540.0,585.0,6.0,0.0,0.0,9140.769231,94.26923077,1.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0
21272.72727,5.0,16.416,497.73,0.0,2.0,0.0,475.0,37.0,13.55727273,0.0,785.4545455,916.3636364,15.0,1.0,1.0,4690.0,23.07692308,0.0,0.0,0.0,1.0,4.0,0.0,37.0,18.0,8.0,2.0,7135.0,0.0,0.0
11818.18182,3.0,11.754,438.4,0.0,0.0,0.0,157.0,8.0,18.40909091,0.0,750.0,937.5,23.0,0.0,0.0,8119.615385,21.75384615,1.0,1.0,0.0,1.0,9.0,0.0,3.0,33.0,9.0,3.0,1680.0,336.0,0.0
15363.63636,3.0,5.852,391.5,0.0,0.0,2.0,230.0,2.0,9.973636364,0.0,725.0,906.25,12.0,0.0,0.0,13018.84615,45.5,0.0,0.0,5.0,1.0,6.0,0.0,4.0,12.0,4.0,3.0,3602.0,1080.6,0.0
10000.0,3.0,17.919,353.01,0.0,1.0,0.0,162.0,2.0,11.42727273,0.0,690.0,747.5,5.0,1.0,1.0,2426.0,65.6,1.0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,961.0,0.0,0.0
8181.818182,3.0,12.681,342.22,0.0,0.0,12.0,369.0,21.0,13.03636364,0.0,568.6363636,710.7954545,11.0,0.0,0.0,39175.0,92.65384615,1.0,0.0,3284.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,3.0,4627.0,925.4,0.0
10909.09091,3.0,12.897,412.06,1.0,0.0,4.0,120.0,21.0,15.16,0.0,685.0,799.1666667,10.0,0.0,0.0,18181.0,54.27692308,1.0,0.0,22413.0,1.0,6.0,0.0,9.0,17.0,9.0,3.0,5262.0,0.0,0.0
15454.54545,5.0,24.99,498.88,0.0,1.0,0.0,307.0,14.0,3.829090909,0.0,564.5454545,705.6818182,4.0,0.0,0.0,6909.230769,54.6,1.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,2.0,0.0,183.0,54.9,0.0
24000.0,5.0,14.839,358.3,0.0,2.0,2.0,246.0,36.0,18.74,0.0,597.2727273,746.5909091,14.0,0.0,0.0,26859.53846,28.98461538,1.0,0.0,94.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,4.0,7655.0,765.5,0.0
10000.0,3.0,10.791,365.31,1.0,1.0,0.0,79.0,2.0,21.73909091,0.0,780.0,910.0,12.0,0.0,0.0,13071.0,63.11538462,1.0,0.0,0.0,1.0,8.0,0.0,6.0,19.0,11.0,0.0,1981.0,396.2,0.0
21436.36364,3.0,10.791,652.57,1.0,0.0,0.0,184.0,26.0,19.53636364,0.0,627.2727273,731.8181818,8.0,0.0,0.0,14072.30769,61.9,1.0,0.0,0.0,1.0,5.0,0.0,6.0,8.0,4.0,2.0,798.0,239.4,0.0
11200.0,3.0,7.9,350.46,0.0,2.0,0.0,46.0,27.0,20.24545455,5.0,613.6363636,664.7727273,10.0,0.0,0.0,5155.384615,60.7,0.0,0.0,38.0,1.0,5.0,0.0,10.0,13.0,5.0,1.0,5124.0,512.4,0.0
2100.0,3.0,11.44,69.19,0.0,2.0,5.0,124.0,13.0,7.79,4.0,618.1818182,721.2121212,20.0,1.0,0.0,6664.615385,25.66153846,0.0,0.0,6.0,1.0,9.0,0.0,2.0,27.0,8.0,0.0,0.0,0.0,1.0
9218.181818,3.0,16.99,301.23,1.0,2.0,0.0,232.0,13.0,12.61636364,0.0,640.9090909,694.3181818,5.0,0.0,0.0,11884.61538,72.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,1.0
8181.818182,3.0,7.371,314.25,1.0,2.0,0.0,111.0,8.0,15.74,0.0,552.2727273,690.3409091,14.0,0.0,0.0,15355.84615,62.0,1.0,0.0,0.0,1.0,11.0,0.0,5.0,24.0,12.0,0.0,0.0,0.0,1.0
4581.818182,3.0,13.519,140.09,1.0,1.0,3.0,590.0,8.0,8.427272727,0.0,680.0,736.6666667,9.0,0.0,0.0,4276.0,48.34615385,1.0,0.0,3.0,1.0,5.0,0.0,5.0,16.0,7.0,2.0,691.0,69.1,0.0
21272.72727,5.0,11.421,406.71,0.0,0.0,4.0,92.0,18.0,8.854545455,0.0,548.1818182,639.5454545,7.0,0.0,0.0,15071.53846,87.41538462,0.0,0.0,4.0,1.0,4.0,0.0,15.0,4.0,3.0,2.0,7778.0,777.8,0.0
10400.0,5.0,19.338,261.73,1.0,2.0,1.0,143.0,8.0,8.93,0.0,593.1818182,741.4772727,8.0,1.0,1.0,921.8461538,5.423076923,1.0,0.0,4663.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,0.0,0.0,0.0,1.0
9818.181818,5.0,13.545,285.8,2.0,0.0,3.0,45.0,21.0,2.438181818,0.0,763.6363636,890.9090909,6.0,0.0,0.0,552.6923077,6.461538462,0.0,0.0,3.0,1.0,4.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,1.0
9454.545455,3.0,12.99,269.52,1.0,2.0,0.0,261.0,8.0,18.72,1.0,680.0,793.3333333,14.0,0.0,0.0,20673.69231,62.42307692,1.0,0.0,28914.0,1.0,8.0,0.0,2.0,14.0,8.0,1.0,1652.0,330.4,0.0
7500.0,3.0,17.919,264.76,1.0,0.0,4.0,313.0,43.0,11.97818182,0.0,747.2727273,809.5454545,9.0,1.0,1.0,5123.0,31.01538462,1.0,0.0,1158.0,1.0,3.0,0.0,2.0,15.0,12.0,0.0,0.0,0.0,1.0
10000.0,3.0,14.421,337.47,1.0,2.0,11.0,187.0,9.0,20.11090909,0.0,636.3636364,742.4242424,9.0,0.0,0.0,17533.38462,84.69230769,1.0,0.0,58510.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,0.0,4138.0,1241.4,0.0
32727.27273,3.0,9.75,964.5,0.0,1.0,4.0,52.0,19.0,26.10545455,0.0,720.0,840.0,37.0,0.0,0.0,41427.69231,46.6,1.0,0.0,4.0,1.0,12.0,0.0,9.0,57.0,26.0,0.0,0.0,0.0,1.0
10909.09091,3.0,12.69,335.45,1.0,2.0,0.0,111.0,8.0,9.087272727,0.0,560.4545455,607.1590909,8.0,0.0,0.0,10902.76923,69.89230769,1.0,0.0,0.0,1.0,5.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0
20454.54545,3.0,8.789,783.3,1.0,0.0,0.0,107.0,30.0,22.57363636,0.0,785.4545455,916.3636364,11.0,0.0,0.0,16076.30769,41.1,1.0,0.0,0.0,1.0,2.0,0.0,7.0,13.0,7.0,0.0,0.0,0.0,0.0
10636.36364,3.0,5.32,271.04,0.0,0.0,4.0,460.0,27.0,9.196363636,0.0,796.3636364,929.0909091,8.0,0.0,0.0,12051.92308,56.2,0.0,0.0,4.0,1.0,4.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0
31818.18182,5.0,24.695,975.64,2.0,0.0,0.0,291.0,23.0,35.74545455,1.0,613.6363636,767.0454545,20.0,1.0,0.0,24308.30769,80.12307692,0.0,0.0,0.0,1.0,13.0,0.0,13.0,27.0,17.0,0.0,0.0,0.0,1.0
2545.454545,3.0,18.689,99.82,1.0,2.0,7.0,134.0,8.0,20.50909091,0.0,752.7272727,815.4545455,10.0,0.0,0.0,9998.153846,47.16923077,0.0,0.0,8.0,1.0,3.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0
35000.0,5.0,18.854,872.48,1.0,2.0,0.0,466.0,36.0,11.15181818,0.0,700.0,816.6666667,11.0,0.0,0.0,42127.38462,101.9,0.0,0.0,0.0,1.0,3.0,0.0,15.0,14.0,7.0,0.0,0.0,0.0,0.0
27500.0,5.0,12.089,597.78,0.0,2.0,2.0,90.0,21.0,2.7,0.0,725.4545455,906.8181818,8.0,1.0,1.0,8822.0,23.88461538,0.0,0.0,5.0,1.0,5.0,0.0,7.0,14.0,7.0,0.0,0.0,0.0,0.0
12272.72727,5.0,13.67,346.47,0.0,1.0,0.0,404.0,22.0,6.316363636,0.0,597.2727273,696.8181818,23.0,1.0,1.0,5556.0,28.1,0.0,0.0,0.0,1.0,2.0,0.0,26.0,13.0,7.0,0.0,0.0,0.0,1.0
2863.636364,3.0,11.421,117.41,1.0,0.0,1.0,19.0,14.0,8.1,0.0,736.3636364,797.7272727,8.0,0.0,0.0,50.0,0.6,1.0,0.0,3880.0,1.0,5.690486213428752,0.0014220083132793699,8.467796253420332,14.659019153862344,8.098084613765524,0.0,0.0,0.0,0.0
14545.45455,3.0,15.389,546.77,1.0,2.0,0.0,107.0,30.0,19.82181818,0.0,660.0,825.0,13.0,1.0,1.0,16388.61538,86.07692308,0.0,0.0,0.0,1.0,7.0,0.0,4.0,25.0,8.0,0.0,0.0,0.0,0.0
18181.81818,3.0,8.541,640.57,0.0,0.0,4.0,677.0,13.0,17.33,0.0,730.0,912.5,20.0,0.0,0.0,23210.76923,67.26923077,1.0,0.0,4.0,1.0,11.0,0.0,38.0,22.0,12.0,0.0,0.0,0.0,0.0
10909.09091,3.0,17.99,361.48,1.0,1.0,4.0,343.0,27.0,12.01090909,0.0,568.6363636,710.7954545,11.0,0.0,0.0,13140.0,41.53846154,1.0,0.0,4.0,1.0,4.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0
32727.27273,3.0,12.582,1025.04,0.0,2.0,4.0,777.0,8.0,8.312727273,0.0,556.3636364,649.0909091,11.0,0.0,0.0,13504.0,75.9,1.0,0.0,4.0,1.0,3.0,0.0,2.0,21.0,16.0,0.0,0.0,0.0,0.0
35781.81818,3.0,23.298,1238.78,0.0,2.0,0.0,42.0,26.0,15.16,1.0,613.6363636,664.7727273,21.0,0.0,0.0,12552.69231,19.84615385,1.0,0.0,0.0,1.0,11.0,0.0,6.0,21.0,10.0,0.0,0.0,0.0,0.0
4545.454545,3.0,12.639,164.86,0.0,1.0,0.0,32.0,21.0,20.39090909,0.0,705.0,763.75,23.0,0.0,0.0,25902.15385,25.5,0.0,0.0,0.0,1.0,10.0,0.0,12.0,19.0,10.0,0.0,0.0,0.0,0.0
35000.0,3.0,17.171,1223.77,0.0,1.0,4.0,104.0,23.0,6.785454545,0.0,640.9090909,747.7272727,21.0,0.0,0.0,10675.0,70.10769231,1.0,0.0,4.0,1.0,4.0,0.0,36.0,6.0,3.0,0.0,0.0,0.0,1.0
21818.18182,5.0,10.736,422.59,2.0,0.0,0.0,245.0,26.0,14.67272727,0.0,568.6363636,663.4090909,9.0,0.0,0.0,10856.30769,71.18461538,0.0,0.0,0.0,1.0,3.0,0.0,7.0,16.0,9.0,0.0,0.0,0.0,0.0
13090.90909,3.0,12.74,402.83,1.0,1.0,0.0,466.0,36.0,14.93181818,1.0,720.0,780.0,7.0,0.0,0.0,14148.0,73.66153846,0.0,0.0,0.0,1.0,6.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0
7700.0,3.0,12.089,252.06,1.0,1.0,4.0,66.0,14.0,12.92,0.0,660.0,715.0,6.0,1.0,1.0,8974.615385,67.6,1.0,0.0,4.0,1.0,3.0,0.0,4.0,14.0,9.0,0.0,0.0,0.0,0.0
25909.09091,5.0,20.064,727.44,2.0,1.0,0.0,614.0,3.0,24.98181818,0.0,780.0,910.0,9.0,0.0,0.0,33769.0,78.11538462,1.0,0.0,0.0,1.0,7.0,0.0,6.0,20.0,14.0,0.0,0.0,0.0,0.0
20000.0,3.0,10.99,654.68,0.0,1.0,5.0,51.0,13.0,3.829090909,0.0,654.5454545,763.6363636,12.0,0.0,0.0,20000.30769,29.1,0.0,0.0,6.0,1.0,4.0,0.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0
8400.0,3.0,13.779,292.47,1.0,2.0,4.0,379.0,32.0,33.65454545,0.0,618.1818182,721.2121212,9.0,1.0,1.0,8465.538462,41.1,0.0,0.0,4.0,1.0,7.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,1.0
10000.0,3.0,9.135,323.38,0.0,1.0,0.0,146.0,23.0,26.41,2.0,544.0909091,680.1136364,12.0,0.0,0.0,11406.92308,59.6,0.0,0.0,0.0,1.0,5.0,0.0,4.0,23.0,12.0,0.0,0.0,0.0,1.0
9090.909091,3.0,10.087,318.79,0.0,0.0,4.0,629.0,20.0,15.86,3.0,675.0,731.25,19.0,0.0,0.0,9494.769231,56.5,0.0,0.0,4.0,1.0,13.0,0.0,16.0,21.0,11.0,0.0,0.0,0.0,0.0
9454.545455,5.0,13.44,238.99,2.0,1.0,5.0,17.0,13.0,12.88363636,0.0,585.0,633.75,11.0,0.0,0.0,1668.923077,11.8,0.0,0.0,6.0,1.0,3.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0
11818.18182,3.0,16.555,346.9,1.0,1.0,0.0,141.0,13.0,10.60363636,0.0,752.7272727,878.1818182,11.0,0.0,0.0,5034.0,85.38461538,0.0,0.0,0.0,1.0,1.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,1.0
6000.0,3.0,14.661,194.16,0.0,0.0,5.0,342.0,21.0,9.703636364,0.0,613.6363636,767.0454545,13.0,0.0,0.0,8156.615385,32.63076923,1.0,0.0,6.0,1.0,9.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,1.0
21818.18182,3.0,6.633,608.72,0.0,2.0,0.0,119.0,0.0,21.9,0.0,568.6363636,663.4090909,24.0,0.0,0.0,54313.53846,46.61538462,1.0,0.0,0.0,1.0,10.0,0.0,11.0,38.0,22.0,0.0,0.0,0.0,0.0
23000.0,3.0,10.026,754.52,0.0,1.0,4.0,57.0,9.0,2.560909091,0.0,705.0,881.25,13.0,0.0,0.0,24421.84615,41.7,1.0,0.0,521.0,1.0,8.0,0.0,8.0,25.0,21.0,0.0,0.0,0.0,1.0
23090.90909,3.0,7.26,787.31,1.0,1.0,0.0,17.0,13.0,9.84,0.0,745.0,869.1666667,17.0,1.0,0.0,28470.0,34.46153846,0.0,0.0,0.0,1.0,4.0,0.0,6.0,14.0,8.0,0.0,0.0,0.0,0.0
22909.09091,3.0,7.667,864.18,0.0,1.0,4.0,62.0,13.0,28.86363636,0.0,796.3636364,929.0909091,20.0,0.0,0.0,355336.1538,43.50769231,0.0,0.0,4.0,1.0,11.0,0.0,14.0,31.0,17.0,0.0,0.0,0.0,0.0
27190.90909,3.0,10.503,823.95,1.0,2.0,4.0,390.0,38.0,12.52727273,0.0,568.6363636,710.7954545,11.0,0.0,0.0,25702.15385,31.66153846,1.0,0.0,4.0,1.0,5.0,0.0,1.0,30.0,20.0,0.0,0.0,0.0,0.0
